,ID,Wohnhaft,Alter,S Leitsatz 1,S Leitsatz 2,S Leitsatz 3,S Leitsatz 4,S Leitsatz 5,S Leitsatz 6,L Leitsatz 1,L Leitsatz 2,L Leitsatz 3,L Leitsatz 4,L Leitsatz 5,Alter num,Wohnhaft num
192,1062904160,Gebiet B,Zwischen 41 und 60 Jahre alt,2.0,2.0,2.0,-2.0,0.0,2.0,2.0,2.0,1.0,-1.0,2.0,0,2
193,759007718,Gebiet B,Zwischen 61 und 75 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2
194,968341477,Gebiet B,Zwischen 41 und 60 Jahre alt,-1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0,2
195,1583460147,Gebiet B,Zwischen 41 und 60 Jahre alt,2.0,-1.0,-1.0,2.0,2.0,2.0,-1.0,-2.0,2.0,2.0,-1.0,0,2
196,417301308,Gebiet B,Zwischen 61 und 75 Jahre alt,-2.0,1.0,1.0,2.0,2.0,2.0,1.0,-1.0,1.0,-2.0,1.0,1,2
197,1954356704,Gebiet B,Zwischen 61 und 75 Jahre alt,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,2
198,850431330,Gebiet B,Zwischen 61 und 75 Jahre alt,2.0,2.0,2.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1,2
199,1463856851,Gebiet B,Zwischen 61 und 75 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2
200,1042256547,Gebiet B,Zwischen 26 und 40 Jahre alt,-1.0,1.0,1.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,-1.0,2,2
201,1795328498,Gebiet B,Zwischen 41 und 60 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,2.0,2.0,1.0,0,2
202,1550489837,Gebiet B,Zwischen 41 und 60 Jahre alt,1.0,2.0,-1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0,2
203,709855268,Gebiet B,Zwischen 41 und 60 Jahre alt,-2.0,2.0,2.0,-2.0,0.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,0,2
204,1141390310,Gebiet B,Zwischen 26 und 40 Jahre alt,-1.0,-1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2
205,1979450949,Gebiet B,Zwischen 26 und 40 Jahre alt,2.0,2.0,2.0,1.0,1.0,-1.0,1.0,-2.0,2.0,2.0,2.0,2,2
206,172814223,Gebiet B,Zwischen 26 und 40 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,1.0,-2.0,2.0,2.0,1.0,2,2
207,75104257,Gebiet B,Zwischen 26 und 40 Jahre alt,1.0,2.0,1.0,1.0,1.0,2.0,0.0,-1.0,1.0,2.0,0.0,2,2
208,1789693324,Gebiet B,Zwischen 61 und 75 Jahre alt,2.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
209,1413393063,Gebiet B,Zwischen 41 und 60 Jahre alt,2.0,1.0,2.0,1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2
210,2089477549,Gebiet B,Zwischen 26 und 40 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2
211,237481636,Gebiet B,Zwischen 41 und 60 Jahre alt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
212,1347592680,Gebiet B,Zwischen 26 und 40 Jahre alt,1.0,-1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2,2
213,1009146547,Gebiet B,Zwischen 41 und 60 Jahre alt,-2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0,2
214,481124590,Gebiet B,Zwischen 41 und 60 Jahre alt,-2.0,2.0,-2.0,1.0,2.0,2.0,1.0,-2.0,2.0,-1.0,-1.0,0,2
215,350557507,Gebiet B,Zwischen 41 und 60 Jahre alt,-2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0,2
216,1836418254,Gebiet B,Zwischen 41 und 60 Jahre alt,-2.0,1.0,-1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0,2
217,494846470,Gebiet B,Zwischen 41 und 60 Jahre alt,-2.0,-2.0,-2.0,1.0,2.0,2.0,1.0,-2.0,2.0,-2.0,2.0,0,2
218,1818673821,Gebiet B,Zwischen 61 und 75 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2
219,958437668,Gebiet B,Zwischen 26 und 40 Jahre alt,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2
220,91151736,Gebiet B,Zwischen 61 und 75 Jahre alt,1.0,-1.0,-1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,-1.0,1,2
221,237572389,Gebiet B,Zwischen 41 und 60 Jahre alt,2.0,1.0,2.0,-2.0,2.0,2.0,-2.0,-2.0,2.0,2.0,2.0,0,2
222,1579866814,Gebiet B,Zwischen 26 und 40 Jahre alt,-2.0,-1.0,-1.0,2.0,2.0,1.0,1.0,-1.0,2.0,2.0,2.0,2,2
223,1541858815,Gebiet B,Zwischen 41 und 60 Jahre alt,-1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2
224,934832385,Gebiet B,Zwischen 41 und 60 Jahre alt,-2.0,-2.0,-2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2
225,125394,Gebiet B,Zwischen 26 und 40 Jahre alt,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,2,2
226,377996882,Gebiet B,Zwischen 41 und 60 Jahre alt,-2.0,2.0,-1.0,2.0,-1.0,1.0,1.0,-1.0,2.0,2.0,1.0,0,2
227,1493484883,Gebiet B,Zwischen 41 und 60 Jahre alt,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0,2
228,844750595,Gebiet B,Zwischen 41 und 60 Jahre alt,-2.0,-2.0,-2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0,2
229,756410560,Gebiet B,Zwischen 41 und 60 Jahre alt,2.0,2.0,2.0,1.0,-1.0,2.0,2.0,2.0,2.0,2.0,1.0,0,2
230,507820673,Gebiet B,Zwischen 26 und 40 Jahre alt,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,-1.0,2.0,2.0,1.0,2,2
231,1561496398,Gebiet B,Zwischen 26 und 40 Jahre alt,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2
232,1889928668,Gebiet B,Zwischen 41 und 60 Jahre alt,-2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0,2
233,601094497,Gebiet B,Zwischen 41 und 60 Jahre alt,-1.0,1.0,1.0,2.0,2.0,2.0,1.0,-1.0,1.0,2.0,2.0,0,2
234,2096369571,Gebiet C,Zwischen 61 und 75 Jahre alt,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
235,1573817086,Gebiet C,Über 75 Jahre alt,1.0,2.0,2.0,1.0,2.0,2.0,2.0,-1.0,2.0,2.0,0.0,3,3
236,549904493,Gebiet C,Zwischen 26 und 40 Jahre alt,2.0,1.0,2.0,1.0,1.0,1.0,1.0,-2.0,2.0,1.0,-1.0,2,3
237,1537131399,Gebiet C,Zwischen 26 und 40 Jahre alt,-1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,-1.0,2,3
238,1084547649,Gebiet C,Zwischen 41 und 60 Jahre alt,-1.0,-1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,3
239,1532136162,Gebiet C,Zwischen 41 und 60 Jahre alt,-2.0,-2.0,-2.0,2.0,2.0,1.0,1.0,2.0,2.0,-2.0,2.0,0,3
240,56359514,Gebiet C,Über 75 Jahre alt,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3
241,1201049742,Gebiet C,Zwischen 41 und 60 Jahre alt,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0,3
242,1291641576,Gebiet C,Zwischen 26 und 40 Jahre alt,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,3
243,1496498902,Gebiet C,Zwischen 26 und 40 Jahre alt,-2.0,1.0,-1.0,2.0,2.0,-1.0,2.0,-1.0,2.0,1.0,1.0,2,3
244,1667606748,Gebiet C,Zwischen 26 und 40 Jahre alt,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3
245,1097311208,Gebiet C,Zwischen 61 und 75 Jahre alt,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1,3
246,93717132,Gebiet C,Zwischen 41 und 60 Jahre alt,-2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,-1.0,2.0,0,3
247,1969888224,Gebiet C,Zwischen 61 und 75 Jahre alt,-1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1,3
248,260208956,Gebiet C,Zwischen 61 und 75 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3
249,763868010,Gebiet C,Zwischen 26 und 40 Jahre alt,-1.0,0.0,-1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2,3
250,1467737922,Gebiet C,Zwischen 26 und 40 Jahre alt,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2,3
251,479583878,Gebiet C,Zwischen 61 und 75 Jahre alt,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,1,3
252,255244153,Gebiet C,Zwischen 41 und 60 Jahre alt,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0,3
253,1250806293,Gebiet C,Zwischen 41 und 60 Jahre alt,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0,3
254,1427441015,Gebiet C,Zwischen 41 und 60 Jahre alt,1.0,1.0,-1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0,3
255,1384956158,Gebiet C,Zwischen 41 und 60 Jahre alt,-1.0,-1.0,-1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0,3
256,2059428359,Gebiet C,Zwischen 61 und 75 Jahre alt,-1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1,3
257,1898062679,Gebiet C,Zwischen 41 und 60 Jahre alt,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,2.0,0,3
258,521095148,Gebiet C,Zwischen 41 und 60 Jahre alt,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0,3
259,827202218,Gebiet C,Zwischen 41 und 60 Jahre alt,2.0,2.0,2.0,2.0,1.0,2.0,-1.0,2.0,1.0,1.0,1.0,0,3
260,605019862,Gebiet C,Zwischen 61 und 75 Jahre alt,-2.0,-2.0,-1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,3
261,719817013,Gebiet C,Zwischen 41 und 60 Jahre alt,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,2.0,2.0,0.0,0,3
262,940809346,Gebiet C,Zwischen 41 und 60 Jahre alt,-1.0,1.0,-1.0,2.0,2.0,2.0,1.0,2.0,2.0,-1.0,2.0,0,3
263,788123655,Gebiet C,Zwischen 26 und 40 Jahre alt,2.0,1.0,2.0,-2.0,2.0,0.0,2.0,2.0,2.0,-1.0,-1.0,2,3
264,1417337261,Gebiet C,Zwischen 26 und 40 Jahre alt,-1.0,1.0,-1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2,3
265,211443265,Gebiet C,Zwischen 16 und 25 Jahre alt,-1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,2.0,2.0,2.0,4,3
266,1783673144,Gebiet C,Zwischen 41 und 60 Jahre alt,-1.0,1.0,-1.0,0.0,0.0,2.0,1.0,-1.0,2.0,1.0,1.0,0,3
267,928203391,Gebiet C,Zwischen 41 und 60 Jahre alt,-1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,3
268,867221721,Gebiet C,Über 75 Jahre alt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3
269,1746241804,Gebiet C,Zwischen 41 und 60 Jahre alt,-2.0,-2.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,0,3
270,749627166,Gebiet C,Zwischen 61 und 75 Jahre alt,-1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,3
271,1675631577,Gebiet C,Zwischen 61 und 75 Jahre alt,-1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1,3
272,885125163,Gebiet C,Zwischen 61 und 75 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3
273,2089475596,Gebiet C,Zwischen 41 und 60 Jahre alt,2.0,-1.0,2.0,-1.0,2.0,0.0,-1.0,0.0,2.0,1.0,0.0,0,3
274,1165987366,Gebiet C,Zwischen 61 und 75 Jahre alt,-1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1,3
275,621390593,Gebiet C,Zwischen 61 und 75 Jahre alt,-1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1,3
276,818954943,Gebiet C,Zwischen 41 und 60 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,3
277,1559760215,Gebiet C,Zwischen 26 und 40 Jahre alt,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,3
278,994209005,Gebiet C,Zwischen 41 und 60 Jahre alt,-2.0,-2.0,-2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,0,3
279,1911478937,Gebiet C,Zwischen 41 und 60 Jahre alt,-2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0,3
280,2131374467,Gebiet C,Zwischen 41 und 60 Jahre alt,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0,3
281,260302117,Gebiet C,Zwischen 41 und 60 Jahre alt,-2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0,3
282,661392644,Gebiet C,Zwischen 41 und 60 Jahre alt,-2.0,0.0,1.0,2.0,0.0,0.0,-1.0,2.0,2.0,0.0,2.0,0,3
283,1111972007,Gebiet C,Zwischen 41 und 60 Jahre alt,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,3
284,757767751,Gebiet C,Über 75 Jahre alt,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3,3
285,1917880730,Gebiet C,Zwischen 41 und 60 Jahre alt,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,3
286,363760742,Gebiet C,Zwischen 41 und 60 Jahre alt,2.0,2.0,2.0,2.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,3
287,1017747980,Gebiet C,Zwischen 41 und 60 Jahre alt,-1.0,1.0,-1.0,1.0,2.0,-1.0,-2.0,-2.0,2.0,-1.0,1.0,0,3
288,1478564720,Gebiet C,Zwischen 41 und 60 Jahre alt,2.0,-1.0,2.0,-2.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0,3
289,1227638577,Gebiet C,Zwischen 61 und 75 Jahre alt,-1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,-2.0,1.0,1,3
290,1046900667,Gebiet C,Zwischen 41 und 60 Jahre alt,-2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,-1.0,1.0,0,3
291,1874549912,Gebiet C,Zwischen 41 und 60 Jahre alt,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0,3
292,1319875612,Gebiet C,Zwischen 41 und 60 Jahre alt,-2.0,-1.0,-1.0,2.0,2.0,1.0,1.0,1.0,2.0,-2.0,2.0,0,3
293,232729068,Gebiet C,Zwischen 16 und 25 Jahre alt,2.0,2.0,1.0,2.0,-1.0,2.0,1.0,-2.0,2.0,2.0,1.0,4,3
294,418040828,Gebiet C,Zwischen 26 und 40 Jahre alt,2.0,2.0,2.0,-1.0,2.0,2.0,-2.0,-2.0,1.0,2.0,-2.0,2,3
295,1980949581,Gebiet C,Zwischen 26 und 40 Jahre alt,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2,3
296,381038409,Gebiet C,Zwischen 26 und 40 Jahre alt,-1.0,2.0,2.0,2.0,-1.0,2.0,2.0,2.0,2.0,1.0,2.0,2,3
297,493367659,Gebiet C,Zwischen 61 und 75 Jahre alt,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,1.0,-2.0,1.0,1.0,1.0,1,3
298,2084705,Gebiet C,Zwischen 41 und 60 Jahre alt,-2.0,-2.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0,3
299,489876443,Gebiet C,Zwischen 61 und 75 Jahre alt,-1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1,3
300,580808950,Gebiet C,Zwischen 26 und 40 Jahre alt,0.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2,3
301,42254905,Gebiet C,Zwischen 26 und 40 Jahre alt,-1.0,-1.0,-1.0,2.0,2.0,2.0,-1.0,2.0,2.0,2.0,2.0,2,3
302,502230419,Gebiet C,Zwischen 41 und 60 Jahre alt,2.0,2.0,2.0,-1.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,0,3
303,1477768747,Gebiet C,Zwischen 61 und 75 Jahre alt,-2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,3
304,1070239777,Gebiet C,Zwischen 61 und 75 Jahre alt,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3
305,226893361,Gebiet C,Zwischen 41 und 60 Jahre alt,-1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0,3
306,757822710,Gebiet C,Zwischen 41 und 60 Jahre alt,-1.0,1.0,1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,2.0,2.0,0,3
307,1246516591,Sonstiges,Zwischen 41 und 60 Jahre alt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4
308,1981963494,Sonstiges,Zwischen 61 und 75 Jahre alt,-2.0,1.0,-2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1,4
309,1027481903,Sonstiges,Zwischen 41 und 60 Jahre alt,-2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0,4
310,326718290,Sonstiges,Zwischen 61 und 75 Jahre alt,-1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1,4
311,1027431261,Sonstiges,Zwischen 26 und 40 Jahre alt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4
312,1498346645,Sonstiges,Zwischen 61 und 75 Jahre alt,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1,4
313,1208613478,Sonstiges,Über 75 Jahre alt,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,4
314,32438676,Sonstiges,Zwischen 26 und 40 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,4
315,1906005939,Sonstiges,Zwischen 61 und 75 Jahre alt,-2.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,2.0,-1.0,1.0,1,4
316,883501393,Sonstiges,Zwischen 41 und 60 Jahre alt,-1.0,-2.0,-1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0,4
317,187857839,Sonstiges,Zwischen 41 und 60 Jahre alt,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,4
318,1941089299,Gebiet D,Zwischen 41 und 60 Jahre alt,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0,5
319,1106907569,Gebiet D,Zwischen 26 und 40 Jahre alt,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,2.0,2,5
320,1275832357,Gebiet D,Zwischen 41 und 60 Jahre alt,-2.0,2.0,1.0,1.0,2.0,1.0,2.0,-2.0,1.0,2.0,2.0,0,5
321,651404494,Gebiet D,Zwischen 61 und 75 Jahre alt,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1,5
322,1426976855,Gebiet D,Über 75 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,5
323,16314557,Gebiet D,Zwischen 16 und 25 Jahre alt,1.0,2.0,2.0,2.0,1.0,1.0,-1.0,2.0,2.0,1.0,2.0,4,5
324,1208923321,Gebiet D,Zwischen 61 und 75 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5
325,186576896,Gebiet D,Zwischen 16 und 25 Jahre alt,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,2.0,4,5
326,164504931,Gebiet D,Zwischen 61 und 75 Jahre alt,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5
327,842846102,Gebiet D,Zwischen 41 und 60 Jahre alt,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,5
328,398080650,Gebiet D,Zwischen 41 und 60 Jahre alt,-1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0,5
329,1377663536,Gebiet D,Zwischen 41 und 60 Jahre alt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5
330,1530963979,Gebiet D,Zwischen 26 und 40 Jahre alt,2.0,-1.0,1.0,1.0,1.0,1.0,-1.0,2.0,-1.0,-2.0,0.0,2,5
331,1096581456,Gebiet D,Zwischen 41 und 60 Jahre alt,2.0,2.0,-1.0,2.0,2.0,1.0,-1.0,-1.0,2.0,2.0,1.0,0,5
332,213156702,Gebiet D,Zwischen 61 und 75 Jahre alt,-1.0,-1.0,-1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1,5
333,283090242,Gebiet D,Zwischen 61 und 75 Jahre alt,-2.0,-2.0,-2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1,5
334,554160714,Gebiet D,Zwischen 41 und 60 Jahre alt,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0,5
335,1087223831,Gebiet D,Über 75 Jahre alt,2.0,-2.0,-1.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,-1.0,3,5
336,1812029662,Gebiet D,Zwischen 41 und 60 Jahre alt,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,5
337,361480051,Gebiet D,Zwischen 61 und 75 Jahre alt,2.0,2.0,2.0,2.0,0.0,2.0,-2.0,1.0,-1.0,0.0,0.0,1,5
338,1637568791,Gebiet D,Zwischen 26 und 40 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,-2.0,2.0,2.0,2.0,2,5
339,1949189044,Gebiet D,Zwischen 61 und 75 Jahre alt,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,5
340,793573010,Gebiet D,Zwischen 61 und 75 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5
341,1644093079,Gebiet D,Zwischen 41 und 60 Jahre alt,-1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,5
342,180005290,Gebiet D,Zwischen 61 und 75 Jahre alt,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,5
343,1091199495,Gebiet D,Zwischen 41 und 60 Jahre alt,-1.0,-1.0,-1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0,5
344,1686745698,Gebiet D,Zwischen 41 und 60 Jahre alt,2.0,2.0,2.0,2.0,2.0,2.0,1.0,-2.0,2.0,2.0,-1.0,0,5
345,465722307,Gebiet D,Zwischen 61 und 75 Jahre alt,-2.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1,5
346,1752912022,Gebiet D,Zwischen 26 und 40 Jahre alt,-2.0,2.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,5
347,158396721,Gebiet D,Über 75 Jahre alt,-2.0,-2.0,-1.0,2.0,1.0,1.0,-2.0,2.0,2.0,1.0,1.0,3,5
348,1003159960,Gebiet D,Zwischen 61 und 75 Jahre alt,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5
349,1116962699,Gebiet D,Zwischen 41 und 60 Jahre alt,-2.0,-2.0,-2.0,-1.0,-1.0,2.0,1.0,2.0,2.0,2.0,2.0,0,5
350,1355134476,Gebiet D,Zwischen 61 und 75 Jahre alt,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
351,1578985238,Gebiet D,Zwischen 41 und 60 Jahre alt,1.0,1.0,-1.0,2.0,2.0,1.0,1.0,-2.0,2.0,1.0,-2.0,0,5
352,452062771,Gebiet D,Zwischen 41 und 60 Jahre alt,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0,5
353,869275284,Gebiet D,Zwischen 26 und 40 Jahre alt,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2,5
354,1870673006,Gebiet D,Zwischen 41 und 60 Jahre alt,-1.0,-1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5
355,1611678030,Gebiet D,Zwischen 16 und 25 Jahre alt,-1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,-1.0,1.0,1.0,4,5
356,1449359631,Gebiet D,Zwischen 61 und 75 Jahre alt,-2.0,2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,1,5
357,520867905,Gebiet D,Zwischen 26 und 40 Jahre alt,2.0,2.0,2.0,-1.0,2.0,-2.0,1.0,2.0,2.0,2.0,-1.0,2,5
358,1869175265,Gebiet D,Zwischen 26 und 40 Jahre alt,-2.0,2.0,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2,5
359,925691330,Gebiet D,Zwischen 41 und 60 Jahre alt,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,5
360,1639730028,Gebiet D,Zwischen 61 und 75 Jahre alt,2.0,2.0,2.0,2.0,1.0,2.0,2.0,-2.0,1.0,1.0,2.0,1,5
