comment-id,timestamp,datetime,author-id,agrees,disagrees,moderated,comment-body,x,y,group_0,group_1
895,1518501496471,Tue Feb 13 12:58:16 WIB 2018,1756,48,8,1,"Smallhouse Rd (at Campbell Ln) heading into town needs to be widened to have room for three lanes (left turn, straight, right turn).",-2.6446435839686027,-0.7948017083257854,0.670250896057575,1.1803233818595244e-37
894,1518499107516,Tue Feb 13 12:18:27 WIB 2018,1480,27,16,1,Doctors should not overreact to the opioid crisis. People in pain shouldn't suffer because others lack self control and abuse the system.,-2.5966662047229097,-0.792609844641734,0.5714285714289168,1.9344563178121233e-11
893,1518498500733,Tue Feb 13 12:08:20 WIB 2018,1751,33,18,1,More free meeting space for nonprofits.,-2.5339274092023696,-0.8951976929751941,1.3839291275814977e-05,0.139318161704166
892,1518498456436,Tue Feb 13 12:07:36 WIB 2018,1751,1,0,-1,Skating rink on Gordon ave.,-2.5580184076674057,-0.8411360138836506,1.4064919018416504,0.29936924308041357
891,1518498361793,Tue Feb 13 12:06:01 WIB 2018,1751,59,9,1,After school activity centers for youth with later hours of operation.,-2.586093232057304,-0.8565494602186954,0.0837561649747099,0.0456810631229477
890,1518498193970,Tue Feb 13 12:03:13 WIB 2018,1751,63,7,1,More affordable home ownership options.,-2.5213061627193247,-0.9265748224132417,1.1662072531406447,0.8333333333331666
889,1518497788717,Tue Feb 13 11:56:28 WIB 2018,1749,1,0,-1,We need to build up and support the historic downtown.   There needs to be less apartments and more activities that support the community.,-2.5620979894393723,-0.9148417965956427,1.7928907363334132,0.16001103446092954
888,1518497602288,Tue Feb 13 11:53:22 WIB 2018,1748,46,8,1,Better visibility on roads. Reflectors and better signage,-2.563847473385015,-0.8371735007933272,0.8519167311626367,0.03643148643183629
887,1518497215716,Tue Feb 13 11:46:55 WIB 2018,1747,1,0,-1,Free cookies for everyone! Yay!,-2.5938746333273226,-0.8746738163050005,0.027738019483026427,0.23904379273523665
886,1518496966699,Tue Feb 13 11:42:46 WIB 2018,1747,1,0,-1,Legalize marijuana so people will stop talking about legalizing marijuana.,-2.655073513775838,-0.8058726746500176,1.1126433875031443,0.005110725959162639
885,1518496723072,Tue Feb 13 11:38:43 WIB 2018,1745,46,9,1,The main problem facing is the workforce development. There is over 6500 jobs open in Warren County. This is a big issue.,-2.5078558794392207,-0.9640713620368042,1.077117154574525,0.00031565288895336673
884,1518495768900,Tue Feb 13 11:22:48 WIB 2018,1740,1,0,-1,Underground electrical wires in downtown area would be very attractive.,-2.513816199945729,-0.9627197467498405,0.8032795839077135,1.1999999999995028
883,1518495611729,Tue Feb 13 11:20:11 WIB 2018,1740,1,0,-1,Burying electrical wires  in downtown area would make a nice addition as per appearance.,-2.5152470724175964,-0.9783059573141151,1.2036463388881058,1.4801716184641391e-05
882,1518495277093,Tue Feb 13 11:14:37 WIB 2018,1510,34,18,1,Create shoulders on the bypass.,-2.518593085316863,-1.0337085521623117,1.6742982038055264e-06,0.14587287707250862
881,1518494836573,Tue Feb 13 11:07:16 WIB 2018,1670,1,0,-1,Refugees and immigrants add many things to our community and should be welcomed and supported.,-2.5743757337748017,-0.881236477393679,1.5673256180810815,0.10482005720743064
880,1518492278786,Tue Feb 13 10:24:38 WIB 2018,1686,1,0,-1,Growth is being pushed. Adequate roads are necessary to go along with growth.,-2.523000424693085,-0.8952286650423585,0.05923295815735255,0.10165753427765661
879,1518492278745,Tue Feb 13 10:24:38 WIB 2018,1669,1,0,-1,We need a noise ordinance for the county,-2.612176328605427,-0.8028804033171537,0.004708884827814181,0.06332554318373233
878,1518491997187,Tue Feb 13 10:19:57 WIB 2018,1685,34,10,1,"Install a ""train"" sign visible from the Nashville, Industrial & Russellville road entrances to reroute traffic when a trains are crossing.",-2.5384484679297765,-0.9591827286054531,0.5867216117206662,8.47092419152878e-15
877,1518491937425,Tue Feb 13 10:18:57 WIB 2018,1669,1,0,-1,Bowling Green needs rental assistance.,-2.5185738171642096,-0.8696193854537333,2.5209728595574835e-05,0.1679325583443685
876,1518490985215,Tue Feb 13 10:03:05 WIB 2018,1652,1,0,-1,"Older apartment complexes deteriorate.  Creates blighted areas, crime increases.  Stricter Landlord/Tenant rules needed!",-2.5185393960864815,-1.0075100309405038,1.609510579358926,0.19950401728008135
875,1518490830990,Tue Feb 13 10:00:30 WIB 2018,1652,66,18,1,Older neighborhoods change from owner occupied to rental.  Deterioration occurs.  Stronger landlord/tenant laws needed!,-2.48796015757527,-1.0958476459974047,1.8205977811890128,0.24847273617018245
874,1518490495817,Tue Feb 13 09:54:55 WIB 2018,0,61,5,1,Cable TV providers should include all local channels.,-2.517580158767695,-0.8805324192711652,1.2332312650337713,0.7499999999997817
873,1518490191928,Tue Feb 13 09:49:51 WIB 2018,1649,1,0,-1,"Cable TV is pitiful - way too expensive and not including ""local"" channels.",-2.5967612302687693,-0.8267133836563322,0.7999999999996412,1.2499999999994393
872,1518490150831,Tue Feb 13 09:49:10 WIB 2018,1649,86,8,1,We need faster internet service.,-2.5138936836676042,-0.9624117385755915,1.5184253847026112,0.00990681664896256
871,1518490045720,Tue Feb 13 09:47:25 WIB 2018,1649,33,39,1,Emphasize that ALL immigrants should learn and speak ENGLLISH.,-2.501752294634715,-0.9841581478577026,5.4509313113122555e-12,0.09573770491802823
870,1518490010823,Tue Feb 13 09:46:50 WIB 2018,1649,121,9,1,Provide accessible transportation for seniors that have difficulty driving,-2.6633776850591637,-0.7952600946294821,0.5,2.0
869,1518489930837,Tue Feb 13 09:45:30 WIB 2018,1649,95,7,1,Insist that schools at all levels have daily physical activity  for all students to help combat the childhood obesity crisis.,-2.51107508759781,-1.0635474800984626,1.1388470962990571,0.0021534502834420744
868,1518489789862,Tue Feb 13 09:43:09 WIB 2018,1649,57,22,1,Provide regular and affordable daily transport to Nashville Airport from Bowling Green.,-2.5938746333273226,-0.8746738163050005,1.7192780427710168,0.12263776429387023
867,1518489732860,Tue Feb 13 09:42:12 WIB 2018,1649,12,21,1,Raise drivers license from 16 to 18 and IMPROVE DRIVERS ED CLASSES in High schools  Believe me they are pitiful.,-2.5686733146275214,-0.8883172705194999,0.4,2.5
866,1518489612145,Tue Feb 13 09:40:12 WIB 2018,1654,32,13,1,A round about would be the best solution to improve traffic flow on Fairview Ave at Keriakes Park.,-2.5658426584007517,-0.9467790464293975,0.666447692622261,0.11264917941377023
865,1518488616639,Tue Feb 13 09:23:36 WIB 2018,1651,1,0,-1,Older neighborhoods change from owner occupied to rentals.  Deterioration occurs.  Stronger landlord/tenant rules needed!,-2.5096840846737978,-1.0303626039655607,1.3807513413469608,0.004779943218890471
864,1518488041193,Tue Feb 13 09:14:01 WIB 2018,1651,1,0,-1,Older neighborhoods change from owner occupied to rentals.  Neighborhoods deteriorate as a result.  Improved landlord/tenant rules needed!,-2.595570104647605,-0.8761689587638366,1.9696332481957188,0.28956567782843945
863,1518487338416,Tue Feb 13 09:02:18 WIB 2018,1646,35,10,1,"SNAP grants for neighborhood improvements should be available in Warren County, not just in the city.",-2.5589587472029827,-0.8810139210673298,1.6233654133078281,0.26890006548619233
862,1518486343584,Tue Feb 13 08:45:43 WIB 2018,0,14,14,1,Both school districts shamefully manipulate low economic status parents to gain Title I funding. It should stop.,-2.545167769844109,-0.9233265776077185,1.5611515797297857,0.33697806940888286
861,1518486217201,Tue Feb 13 08:43:37 WIB 2018,1640,37,20,1,Hawaii outlaws billboards tokeep the landscape from being blocked I would love to see Bowling Green billboard free,-2.506228504708147,-0.9567304223151807,0.005515485185002785,0.24649828392989873
860,1518486146375,Tue Feb 13 08:42:26 WIB 2018,1638,90,15,1,New buildings should not be built right up to the sidewalk to inhibit seeing around corners when driving.,-2.5153314725801117,-0.9148926938339024,2.775422920530444e-11,0.2610714285711411
859,1518485435056,Tue Feb 13 08:30:35 WIB 2018,1631,64,12,1,Street lights should be required on residential streets in town. Too many dark corners.,-2.5203859336351333,-0.8765010018427928,1.54173945702963,0.01213553418419439
858,1518485404820,Tue Feb 13 08:30:04 WIB 2018,1631,28,32,1,A private (catholic) high school would be beneficial to all.,-2.519700861352324,-0.8925855066425925,1.4757982041751865,0.16325300820072663
857,1518485108117,Tue Feb 13 08:25:08 WIB 2018,853,24,6,1,"BG's Kummer Little gym is open limited hours for indoor track. On other hand, County has new gyms that are open lots of hrs. Inequitable.",-2.535838752018425,-0.8455732173907631,1.1049725221848576,0.00019184358797817217
856,1518483982260,Tue Feb 13 08:06:22 WIB 2018,1626,1,0,-1,Complete the Greenways an continue focusing tax revenue on keeping our community clean an healthy!,-2.529901400670378,-0.8352686746134166,0.5,2.0
855,1518483227478,Tue Feb 13 07:53:47 WIB 2018,1624,1,0,-1,More awareness of the cultural opportunities in BG -- such as SKYPAC and the Capitol. Cool things for everyone!,-2.576680328073329,-0.9197152594356315,0.75,1.3333333333333333
854,1518482758331,Tue Feb 13 07:45:58 WIB 2018,1621,1,0,-1,"MORE EFFECTIVE INTERNET OPTIONS, AINT NOBODY GOT TIME FOR LESS THAN TWO OPTIONS, THAT STUFF BE WACK, YO.",-2.539373161020581,-0.8840717709870659,1.3971851502350443,0.18231857757911643
853,1518482630171,Tue Feb 13 07:43:50 WIB 2018,1611,1,0,-1,"SKyPAC should work hard to attract musical acts for 25 - 50 crowd...new acts, play off numerous Nashville dates of many artists.",-2.574055998035287,-0.9012804527980677,1.1910525326404553,2.1199384202034762e-06
852,1518482532669,Tue Feb 13 07:42:12 WIB 2018,1611,1,0,-1,The city should consider burying power lines wherever possible.,-2.531108339618712,-0.8881873057432801,1.0,1.0
851,1518482510596,Tue Feb 13 07:41:50 WIB 2018,1611,1,0,-1,Incentives should be provided for unique redevelopment of dated properties on the bypass.,-2.5103832009721216,-0.8966983983323986,0.0032588660955709904,0.04284804077733849
850,1518482436290,Tue Feb 13 07:40:36 WIB 2018,1611,102,12,1,We must ensure historic preservation codes are properly enforced in our historic districts; lack of consistency erodes our unique aesthetic.,-2.604627287220532,-0.796554688191256,1.40080441949314,4.53307115884325e-05
849,1518482256753,Tue Feb 13 07:37:36 WIB 2018,1611,1,0,-1,"We must preserve and protect our historic buildings and neighborhoods, especially as new developments continue in the downtown area.",-2.5947334410565026,-0.8775918146406676,1.5144943227950594,0.016823523159468695
848,1518482095869,Tue Feb 13 07:34:55 WIB 2018,0,41,15,1,More parking for Fountain Square to become a pedestrian zone.,-2.5307455856458905,-0.8331474431937429,0.7914000986551252,0.16207466158447578
847,1518482063887,Tue Feb 13 07:34:23 WIB 2018,1608,46,29,1,"Build parking garage behind Spencer’s, remove some parking from Ft. Square. Add a green space on top of garage! Soccer field or rooftop food",-2.5809545035557364,-0.8930535210901623,1.2708477633432853,0.000922788867407547
846,1518481980862,Tue Feb 13 07:33:00 WIB 2018,1009,55,5,1,Solving the drug crisis should not mean people with health problems/injuries have to suffer with severe pain.,-2.5787556605499473,-0.8887521817772344,1.1437572750091451,0.31436403169227195
845,1518481960447,Tue Feb 13 07:32:40 WIB 2018,1608,1,0,-1,"Let’s beautify the waterfront and bring in great artists! Nashville full of talent,  just down the road. Updates will attract talent/culture",-2.533055233425867,-0.9093018398914474,0.909123757794974,7.579245108138594e-09
844,1518481843811,Tue Feb 13 07:30:43 WIB 2018,1608,55,10,1,Support more local chefs and brewers! White Squirrel is fantastic and I want to see more of it in BG!,-2.5602745414878947,-0.8917588863405006,0.5176750605471988,0.20958770543628652
843,1518481789845,Tue Feb 13 07:29:49 WIB 2018,1608,1,0,-1,"So many beautiful buildings on the fountain square...update, add residential space, more parking for ft square to become pedestrian zone",-2.5650252003953184,-0.8892302728420984,0.5251830589065926,0.1391062289968669
842,1518481663038,Tue Feb 13 07:27:43 WIB 2018,1608,1,0,-1,"Update and beautify and expand! Need to support small business, bring in fiber, federalize renters rights, fix the traffic jams, concerts!!",-2.5788135528369827,-0.8951237222399144,0.013302241260270476,0.054253800285493786
841,1518481466510,Tue Feb 13 07:24:26 WIB 2018,853,1,0,-1,Bowling Green & Warren County need more affordable housing options not more luxury or upscale housing.,-2.570331974394213,-0.8882437349021581,1.1972108813863376,0.0077390857663915975
840,1518481231075,Tue Feb 13 07:20:31 WIB 2018,1222,12,19,1,"Kentucky and Adams streets should be two-way roads. Adams St. should be zoned commercial, and Kentucky St. should be zoned residential.",-2.5611105631202,-0.9054830120693709,1.3927277650406553,0.046463478368342796
839,1518480596959,Tue Feb 13 07:09:56 WIB 2018,1607,98,18,1,Need term limits for all local elected officiałs,-2.5301499830878345,-0.8713367593633394,1.109858217565569,0.006987554208633293
838,1518478730683,Tue Feb 13 06:38:50 WIB 2018,1603,1,0,-1,"Bowling Green needs more services for the homeless.  Shelter, soup kitchen, clothing ect.",-2.512299203432727,-0.9007433937183922,9.35275238869411e-06,0.09554272403811088
837,1518478672588,Tue Feb 13 06:37:52 WIB 2018,1603,1,0,-1,Bowling Green needs a homeless shelter.,-2.5193329995875464,-0.8491660900651516,0.6936776952729303,0.0030703805285873394
836,1518477937391,Tue Feb 13 06:25:37 WIB 2018,854,1,0,-1,A couple of indoor swimming pools that seniors can use and that are heated,-2.5961165477653405,-0.8764964571143106,1.2866521030299827,0.00030489867336357904
835,1518477521729,Tue Feb 13 06:18:41 WIB 2018,1601,1,0,-1,The driving conditions on the 31-W bypass are very poor and need to be changed.,-2.5129649423370832,-0.8916232152071056,1.277726608875512,0.0007576076775751455
834,1518476361244,Tue Feb 13 05:59:21 WIB 2018,1534,45,44,1,"Support non-public (or public charter) school choice options, and make choice viable for families of ALL income levels.",-2.5372790926516973,-0.8415525299233011,2.2178917534422022,0.036006814413398466
833,1518476201541,Tue Feb 13 05:56:41 WIB 2018,1592,1,0,-1,Bowling Green should become a Metro.,-2.5973674649769736,-0.8783061720106453,0.4489562222976871,0.22095272390197038
832,1518476047543,Tue Feb 13 05:54:07 WIB 2018,1592,74,18,1,There are not enough family-centered activities to do down town.,-2.5751637028463894,-0.8744262309707632,1.7842894807946807,0.33016318916883125
831,1518475791279,Tue Feb 13 05:49:51 WIB 2018,1592,1,0,-1,Bowling Green needs to improve driving conditions on the 31-W bypass.,-2.5358680524249015,-0.8102316043656665,1.1999304324522877,0.00019198237256789463
830,1518475571199,Tue Feb 13 05:46:11 WIB 2018,1590,1,0,-1,Know who all your neighbors are,-2.577024762809047,-0.8505691521083139,0.8290882112275758,0.24854392517299181
829,1518475086129,Tue Feb 13 05:38:06 WIB 2018,1578,1,0,-1,We need high speed internet options available in the county besides satellite internet!!,-2.5438888624029543,-0.8031921834296347,0.7579514094535488,0.20166725268966562
828,1518475059716,Tue Feb 13 05:37:39 WIB 2018,1575,51,27,1,"The Public Library ""Internet Café"" has become a hangout for the homeless, and this has become an issue the community has chosen to ignore.",-2.5495041864656693,-0.8414522925560706,1.9301492201602062,0.18438265168423484
827,1518475033227,Tue Feb 13 05:37:13 WIB 2018,1560,91,13,1,Police should not focus on Public Intoxication charges for people walking home. We should encourage people to walk -- not drive drunk.,-2.5343399807027196,-0.81621284801881,0.6790513500984316,6.760186839193083e-19
826,1518474926111,Tue Feb 13 05:35:26 WIB 2018,1560,1,0,-1,"City needs to focus on maintaining businesses downtown rather than encouraging new development. Help local business, bring downtown back.",-2.542177403327262,-0.7921274514231049,1.4206430663644158,0.16413708787357167
825,1518474536544,Tue Feb 13 05:28:56 WIB 2018,188,51,58,1,Parents should be able to send their kids to the school district of their choice no matter where they live in Bowling Green/Warren County.,-2.5354858389761508,-0.8569544204229305,1.5,0.6666666666666666
824,1518474189717,Tue Feb 13 05:23:09 WIB 2018,1560,44,14,1,"BGPD needs to work toward community policing, where cops patrol the neighborhoods they live in. Stop incentivizing cops to live in suburbs",-2.5604604430614475,-0.8677002079577054,1.6747981440962505,0.0051227013928613185
823,1518473889378,Tue Feb 13 05:18:09 WIB 2018,1560,1,0,-1,Bowling Green (and KY) need the same protection of renters as other states. (Only KY and one other state don't have URLTA laws!),-2.5438393514285553,-0.878960353487883,5.955314300163348e-05,0.0881156255325597
822,1518473805239,Tue Feb 13 05:16:45 WIB 2018,1560,127,9,1,Fines and other enforcement actions should be taken against landlords who don't keep up with their properties.,-2.552063341314059,-0.9002653622714409,1.6554438403266687,0.0019036930218773334
821,1518473762004,Tue Feb 13 05:16:02 WIB 2018,1560,80,12,1,Low-income areas should get beautification money -- not the wealthy who can afford it themselves.,-2.5766379766951264,-0.8809947433301013,1.597794717691166,0.285470780306894
820,1518473732275,Tue Feb 13 05:15:32 WIB 2018,1560,70,12,1,"Locally owned, small businesses should get incentives and assistance -- not chains and outside investors.",-2.5955223968520515,-0.8749624010224183,1.5,0.6666666666666666
819,1518473690840,Tue Feb 13 05:14:50 WIB 2018,1560,58,18,1,City officials need to spread resources across city and not just focus on wealthy neighborhoods. Low-income areas of city are ignored.,-2.5266546028386445,-0.8727899054074799,0.8701806123041683,0.004264999332770819
818,1518473323511,Tue Feb 13 05:08:43 WIB 2018,1560,1,0,-1,Bowling Green needs to protect renters. Even educated renters get stuck in leases where they can be evicted in mere days. Pass URLTA rules,-2.5533282077528656,-0.8706923305109462,1.8903452929982387,0.3535968534302321
817,1518472965748,Tue Feb 13 05:02:45 WIB 2018,428,1,0,-1,Drivers Education classes should be required for new drivers before you can get a permit or license.,-2.59467569111649,-0.8769613993912331,0.6666666666666666,1.5
816,1518472819088,Tue Feb 13 05:00:19 WIB 2018,1560,106,22,1,Businesses and multi-family dwellings should be required to offer and use recycling services.,-2.5942698306173453,-0.8757963536402227,0.00027261694584501385,0.22374488118044183
815,1518472794649,Tue Feb 13 04:59:54 WIB 2018,1560,88,19,1,"Recycling services need to be improved and modernized. Current contractor uses outdated equipment, services are messy, company unresponsive.",-2.575931000671821,-0.8517130143680286,0.014760506364447465,0.10072649023094912
814,1518472012208,Tue Feb 13 04:46:52 WIB 2018,1343,1,0,-1,"Museums would be beneficial to BG/Warren County residents, and also bring in tourists from surrounding counties.",-2.588127577327952,-0.8555316338645551,2.0017292706059124,0.2684839412462939
813,1518471567734,Tue Feb 13 04:39:27 WIB 2018,833,53,7,1,City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow,-2.54186471532755,-0.7925448230209795,1.3662704491665882,0.05024687314184864
812,1518471448394,Tue Feb 13 04:37:28 WIB 2018,1562,1,0,-1,Take better care of senior citizens. WRECC needs to reduce rates. Get rid of Spectrum- rates too high for seniors.,-2.5337719921275252,-0.798915541005476,1.0,1.0
811,1518471140290,Tue Feb 13 04:32:20 WIB 2018,1543,1,0,-1,"Poor Planning over recent years - 3 corners of 31W & Scottsville Rd intersection, allowed development instead of adding turn lanes.",-2.593787827070045,-0.8748592776713242,0.794491494194267,2.642116207899877e-06
810,1518470419142,Tue Feb 13 04:20:19 WIB 2018,0,41,18,1,"Judge/prosecutors should not let influential family of victim push extraordinarily harsh sentences & create more victims, ruined young lives",-2.5257683314422392,-1.0021652439298927,1.5,0.6666666666666666
809,1518470151530,Tue Feb 13 04:15:51 WIB 2018,0,44,14,1,Better/more mass media choices available.,-2.4868965533321217,-1.0796249593545337,0.8674609323354957,0.2592374686251948
808,1518469976429,Tue Feb 13 04:12:56 WIB 2018,1552,1,0,-1,Infrastructure/ traffic flow considerations needs attention. Better/more  mass media choices available.,-2.4947346820560283,-1.079278474734578,0.004097293137881192,0.04752745548170758
807,1518469885221,Tue Feb 13 04:11:25 WIB 2018,1530,72,28,1,More walking/nature trails in our sports-centric parks. Have certain hours where walkers can enjoy the beauty of Paul Walker Golf Course.,-2.535846262753521,-0.8554926747654277,1.8298098559404106,0.11576451524640759
795,1518467873324,Tue Feb 13 03:37:53 WIB 2018,1527,1,0,-1,no specific comments,-2.6531528759567373,-0.7552620545638998,1.25818088471076,0.0026974085959263986
806,1518469652133,Tue Feb 13 04:07:32 WIB 2018,1549,1,0,-1,NEED A NEW CABLE SYSTEM,-2.669679416035127,-0.7345254290391903,0.002703120726841696,0.1099246327629187
805,1518469326295,Tue Feb 13 04:02:06 WIB 2018,1543,41,17,1,"Scottsville Rd should be 4+ lanes between I-65 & Lovers Lane, get rid of the service Rd.",-2.579198786028497,-0.857023353392321,0.16851179683314557,0.16749952791658068
804,1518469074378,Tue Feb 13 03:57:54 WIB 2018,1491,32,11,1,"Access Rd, east side of Scottsville Rd. in shopping dist causes congestion. Give right of way to access road or cross streets, not a mix!",-2.5944597436870547,-0.8755039530178534,1.0384765349151743,0.19555781363005664
803,1518469041983,Tue Feb 13 03:57:21 WIB 2018,1542,15,6,1,Traffic flow on Cavemill Rd during peek hours (3pm - 5pm),-2.5246699783835367,-0.8859129734684619,0.03010549051748439,0.03267973856209477
802,1518468939924,Tue Feb 13 03:55:39 WIB 2018,1542,1,0,-1,"The entrance to Natcher Elementary and Cavemill Rd should consider putting a ""red / green"" light there between the hours of 3:30-4:30.",-2.5384677287083575,-0.8717112605938991,1.7241552954299801,0.27698434265322064
801,1518468740352,Tue Feb 13 03:52:20 WIB 2018,771,74,22,1,Other counties have school at home on snow days so that kids do not have to make up days.  This should be considered for here.,-2.5510859512595174,-0.8725003091012828,3.672647284641251e-05,0.03618556701028039
800,1518468685690,Tue Feb 13 03:51:25 WIB 2018,1543,1,0,-1,"Why are there 2 separate school systems. Silly to have duplicate everything, all that money would benefit kids & save the teacher pensions.",-2.523124482074373,-0.9721442380682177,1.2115442127124213e-09,0.11568914955992508
799,1518468620736,Tue Feb 13 03:50:20 WIB 2018,771,123,12,1,Community Education provides after-school care necessary to working parents.  Funding should not be cut.,-2.545289175388968,-0.836319933980503,0.6666666666666666,1.5
798,1518468588363,Tue Feb 13 03:49:48 WIB 2018,1542,38,9,1,The traffic intersection at Scottsville Rd and Pascoe Blvd needs some immediate attention as far as congestion.  It's very unsafe.,-2.565291752942306,-0.8663965140691283,1.5424259512189267,0.20713670997093234
797,1518468211700,Tue Feb 13 03:43:31 WIB 2018,1534,1,0,-1,Support more non-public school choice options for ALL families.,-2.5399489522763568,-0.8761327562536814,1.5,0.6666666666666666
796,1518468085241,Tue Feb 13 03:41:25 WIB 2018,1537,48,16,1,We need a significantly sized public library branch in the southern end of Warren County near South Warren.,-2.562125479610262,-0.8594437514465043,0.011766072393212703,0.192546934583918
794,1518467645312,Tue Feb 13 03:34:05 WIB 2018,36,1,0,-1,both dists w/well-off schools out of Title 1 Keeps low economic status parents transferring from low-income schools as GOV allows. 4Shame.,-2.521041964378136,-0.8429328479970858,1.3337693267697514e-05,0.2881982505096893
793,1518467617359,Tue Feb 13 03:33:37 WIB 2018,36,1,0,-1,both dists the well-off schools out of Title 1 Keeps low economic status parents transferring from well-off schools as GOV allows. 4Shame.,-2.594380215982475,-0.8750846639808812,0.034269475237584265,0.13883645829536712
792,1518467519273,Tue Feb 13 03:31:59 WIB 2018,1496,1,0,-1,Maybe that would be good for the public library to do.  They get a big load of tax dollars.,-2.581852602226806,-0.9171792352265387,0.1559662927733803,0.16743918172707611
791,1518467335470,Tue Feb 13 03:28:55 WIB 2018,1496,1,0,-1,"We need tenants who treat the property as their own, not tearing it up, then moving on.",-2.5494849783158573,-0.8020519053519826,2.7517383771530226,0.147636723571268
790,1518467102267,Tue Feb 13 03:25:02 WIB 2018,1496,45,38,1,Many people want something for nothing and if they don't get it they steal it instead of working for it.  We are producing a gimme society.,-2.5712634878260907,-0.9364902204778859,2.1241694723221176,0.1544678663133171
789,1518466886515,Tue Feb 13 03:21:26 WIB 2018,36,13,27,1,The city and county work together to keep the low socieconomic status children out of certain schools. This reduces learning opportunities.,-2.5909262144653926,-0.8914617088654393,0.6666666666666666,1.5
788,1518466716237,Tue Feb 13 03:18:36 WIB 2018,1516,31,29,1,Pass a No animals on chains in the county.,-2.5628910506547085,-0.8066161589584531,1.5,0.6666666666666666
787,1518466680560,Tue Feb 13 03:18:00 WIB 2018,1516,91,25,1,Pass a no animals in a hot car ordinance.,-2.5949852463806717,-0.8740796247198899,1.5854402792606603,0.11766467109286172
786,1518466643581,Tue Feb 13 03:17:23 WIB 2018,1516,34,57,1,Allow parents that take their kids out of public schools to use that money in a private school.,-2.574475043115352,-0.8509586626478483,1.5,0.6666666666666666
785,1518466593273,Tue Feb 13 03:16:33 WIB 2018,1516,34,40,1,Pass an ordinance that requires pet owners to pay a fee if their pets are not fixed.,-2.5496767900163855,-0.8375989121485277,1.5,0.6666666666666666
784,1518466547746,Tue Feb 13 03:15:47 WIB 2018,1518,19,18,1,"Have a Dual Slalom Course, Pump Track & Bike Skills Course co-located by the Low Hollow Mountain Bike Trail at Weldon Peete Park.",-2.5281724438845883,-0.8628538558051582,1.9795905122701252,0.2032436787484882
783,1518466531730,Tue Feb 13 03:15:31 WIB 2018,1516,1,0,-1,Stop pan handling,-2.5113541533211095,-0.8893666475238646,0.0671376971945497,0.24184270264043886
782,1518466523119,Tue Feb 13 03:15:23 WIB 2018,1516,31,24,1,Build a homeless park w/tiny homes so they can live & not suffer. There should also be a main house to can receive/organize donations,-2.5898559049206265,-0.7809298294305427,1.552577286905604e-22,0.1249949921878923
781,1518466430335,Tue Feb 13 03:13:50 WIB 2018,1496,1,0,-1,"We have recycling now, but alot of people choose not to do it and throw their trash out the car window.",-2.5088512007712063,-0.9847184160523528,1.759210823805147,0.3579497100193108
780,1518466347840,Tue Feb 13 03:12:27 WIB 2018,1506,37,21,1,I believe BGISD and WCS should be combined to lower tax payer overheads of multi-administration wastages,-2.5505327570043996,-0.8262054312879892,1.9326289643306047,0.3708336768649147
779,1518466321017,Tue Feb 13 03:12:01 WIB 2018,1426,4,43,1,Government should ignore criminal malfeasance/embezzlement of public funds by anyone if little or no funds can be recovered.,-2.549897791498888,-0.8382047618640962,1.2462523989744145,0.013032904028377942
778,1518466196113,Tue Feb 13 03:09:56 WIB 2018,1519,1,0,-1,Some medical benefits of medical marijuana have been undisputed.  Controlled legal availability of medical marijuana would be a good thing.,-2.5952229787549017,-0.8738661956426135,0.3591305399517012,0.1468406516870085
777,1518465950842,Tue Feb 13 03:05:50 WIB 2018,1516,50,32,1,A fine if your cat or dog is picked up as a stray and is not spayed or neutered in the county.,-2.5949354102685906,-0.8752765766478072,1.0190271458672522,0.006862704601258022
776,1518465762905,Tue Feb 13 03:02:42 WIB 2018,1385,63,19,1,"BG needs to develop a marketing campaign to draw Warren Co and surrounding counties to downtown for eating, shopping, and entertainment.",-2.5662930470275147,-0.871257259983113,0.05889353894382937,0.13899890908382917
775,1518465637701,Tue Feb 13 03:00:37 WIB 2018,1385,75,19,1,BG needs to redevelop from WKU to the river and beyond. Model after Greenville SC,-2.595597051465167,-0.8744330862301484,1.4229887085032067,0.02532664368659421
774,1518465587130,Tue Feb 13 02:59:47 WIB 2018,1385,49,30,1,Bowling Green Government needs more perspective from Millennials. We need ideas for the future not outdated Boomer development ideas.,-2.5957659120796697,-0.8820169865156393,1.4236076080844924,0.011234527826397181
773,1518465567918,Tue Feb 13 02:59:27 WIB 2018,0,60,11,1,WRECC should provide internet services.,-2.5506874106674324,-0.8269061932739868,1.6031510567861869,0.18388177055436067
772,1518465376150,Tue Feb 13 02:56:16 WIB 2018,1505,90,12,1,"BGMU needs to be held accountable for their rates and ""averages.""",-2.5948976449152172,-0.8751578585906761,1.3556308071915693,0.04222797300596689
771,1518465274657,Tue Feb 13 02:54:34 WIB 2018,1505,28,25,1,There needs to be a stoplight at the intersection of Shive Lane and Ken Bale Blvd to improve traffic flow. The backups there are awful.,-2.532907925154178,-0.8539853284313367,0.0008102149304564888,0.06283905967438524
770,1518464824527,Tue Feb 13 02:47:04 WIB 2018,1488,55,32,1,"24hr parks would be a huge, and relatively inexpensive, benefit for the many people in our community who work 2nd and 3rd shifts.",-2.590347011911443,-0.8857232394810715,0.9419176133464874,0.7934680965887944
